date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:39	144303/144303	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202026%2012:38:39%20GMT	https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/	C:/My%20Web%20Sites/sda/www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/index.html	(from https://www.davidwalter.cz/)
14:38:39	6549/6549	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jul%202025%2016:05:05%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/Zlata-Firma-logo.png	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/Zlata-Firma-logo.png	(from https://www.davidwalter.cz/)
14:38:39	117696/117696	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202026%2003:36:49%20GMT	https://www.davidwalter.cz/zasady-cookies-eu/	C:/My%20Web%20Sites/sda/www.davidwalter.cz/zasady-cookies-eu/index.html	(from https://www.davidwalter.cz/)
14:38:40	17919/17919	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jul%202025%2016:02:48%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_rated_2025.png	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_rated_2025.png	(from https://www.davidwalter.cz/)
14:38:40	22863/22863	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jul%202025%2016:02:49%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_rated_2025-150x150.png	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_rated_2025-150x150.png	(from https://www.davidwalter.cz/)
14:38:40	18301/18301	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jul%202025%2016:01:52%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_10_2025.png	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_10_2025.png	(from https://www.davidwalter.cz/)
14:38:40	177056/177056	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202026%2012:38:41%20GMT	https://www.davidwalter.cz/reference/	C:/My%20Web%20Sites/sda/www.davidwalter.cz/reference/index.html	(from https://www.davidwalter.cz/)
14:38:40	23093/23093	---M--	200	added ('OK')	image/png	date:Tue,%2008%20Jul%202025%2016:01:52%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_10_2025-150x150.png	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/David-Walter-Top_10_2025-150x150.png	(from https://www.davidwalter.cz/)
14:38:41	1869/1869	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jan%202025%2013:22:20%20GMT	https://www.davidwalter.cz/wp-content/uploads/2021/08/DW-b%c3%adl%c3%a9.svg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2021/08/DW-b%c3%adl%c3%a9.svg	(from https://www.davidwalter.cz/)
14:38:41	978/978	---MC-	200	added ('OK')	text/javascript	date:Fri,%2010%20Apr%202026%2012:38:41%20GMT	https://www.google.com/recaptcha/api.js?render=explicit&ver=2.9.2	C:/My%20Web%20Sites/sda/www.google.com/recaptcha/api898d.js	(from https://www.davidwalter.cz/)
14:38:41	100344/100344	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202026%2012:38:41%20GMT	https://www.davidwalter.cz/ochrana-osobnich-udaju/	C:/My%20Web%20Sites/sda/www.davidwalter.cz/ochrana-osobnich-udaju/index.html	(from https://www.davidwalter.cz/)
14:38:41	5587/5587	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2024%20Jan%202025%2013:13:41%20GMT	https://www.davidwalter.cz/wp-content/plugins/wp-rocket/assets/js/lazyload/12.0/lazyload.min.js	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/wp-rocket/assets/js/lazyload/12.0/lazyload.min.js	(from https://www.davidwalter.cz/)
14:38:42	744455/744455	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Mar%202026%2016:15:19%20GMT	https://www.davidwalter.cz/wp-content/cache/min/1/ad7188f9da13397a1e39d77d66b1cf0b.js	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/cache/min/1/ad7188f9da13397a1e39d77d66b1cf0b.js	(from https://www.davidwalter.cz/)
14:38:42	80132/80132	---M-Z	200	added ('OK')	application/font-woff2	date:Fri,%2024%20Jan%202025%2012:50:54%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.6.2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.woff2	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:43	97116/97116	---M-Z	200	added ('OK')	font/x-woff	date:Fri,%2024%20Jan%202025%2012:50:54%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.6.2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.woff	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:43	181272/181272	---M-Z	200	added ('OK')	application/octet-stream	date:Fri,%2024%20Jan%202025%2012:50:54%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.6.2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.ttf	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:43	265192/265192	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jan%202025%2012:50:53%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.6.2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons2cbf.svg	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:44	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:10%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:44	131930/131930	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:10%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:44	75936/75936	---M-Z	200	added ('OK')	application/font-woff2	date:Fri,%2024%20Jan%202025%2012:51:12%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:44	89100/89100	---M-Z	200	added ('OK')	font/x-woff	date:Fri,%2024%20Jan%202025%2012:51:11%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:45	131624/131624	---M-Z	200	added ('OK')	application/octet-stream	date:Fri,%2024%20Jan%202025%2012:51:11%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:45	712241/712241	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jan%202025%2012:51:10%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:46	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:12%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:46	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:12%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:46	13576/13576	---M-Z	200	added ('OK')	application/font-woff2	date:Fri,%2024%20Jan%202025%2012:51:14%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:47	16800/16800	---M-Z	200	added ('OK')	font/x-woff	date:Fri,%2024%20Jan%202025%2012:51:14%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:47	34092/34092	---M-Z	200	added ('OK')	application/octet-stream	date:Fri,%2024%20Jan%202025%2012:51:13%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:47	145125/145125	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jan%202025%2012:51:13%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:48	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:15%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:48	194066/194066	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2024%20Jan%202025%2012:51:15%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:48	76084/76084	---M-Z	200	added ('OK')	application/font-woff2	date:Fri,%2024%20Jan%202025%2012:51:17%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:49	98996/98996	---M-Z	200	added ('OK')	font/x-woff	date:Fri,%2024%20Jan%202025%2012:51:17%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:49	193780/193780	---M-Z	200	added ('OK')	application/octet-stream	date:Fri,%2024%20Jan%202025%2012:51:16%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:50	853845/853845	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Jan%202025%2012:51:15%20GMT	https://www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://www.davidwalter.cz/wp-content/cache/min/1/2717cceb008fc375ae615308c058cf33.css)
14:38:50	881624/881624	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Mar%202026%2016:15:18%20GMT	https://www.davidwalter.cz/wp-content/cache/min/1/b43f93f979d3aca967207f0ae1cd516a.css	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/cache/min/1/b43f93f979d3aca967207f0ae1cd516a.css	(from https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/)
14:38:52	63499/63499	---M-Z	200	added ('OK')	application/json	date:Fri,%2010%20Apr%202026%2012:38:51%20GMT	https://www.davidwalter.cz/wp-json/wp/v2/pages/80	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/wp/v2/pages/80.json	(from https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/)
14:38:52	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Apr%202026%2012:38:52%20GMT	https://www.davidwalter.cz/?p=80	C:/My%20Web%20Sites/sda/www.davidwalter.cz/indexbde5.html	(from https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/)
14:38:53	2179/2179	---M-Z	200	added ('OK')	application/json	date:Fri,%2010%20Apr%202026%2012:38:52%20GMT	https://www.davidwalter.cz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.davidwalter.cz%2Ftvorba-webu-a-dalsi-sluzby%2F	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/oembed/1.0/embedcc6e.json	(from https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/)
14:38:53	2339/2339	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Apr%202026%2012:38:53%20GMT	https://www.davidwalter.cz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.davidwalter.cz%2Ftvorba-webu-a-dalsi-sluzby%2F&format=xml	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/oembed/1.0/embed56df	(from https://www.davidwalter.cz/tvorba-webu-a-dalsi-sluzby/)
14:38:54	858153/858153	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Mar%202026%2016:15:41%20GMT	https://www.davidwalter.cz/wp-content/cache/min/1/b9415919aaefd6e6ad9aa75ff18d74e6.css	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/cache/min/1/b9415919aaefd6e6ad9aa75ff18d74e6.css	(from https://www.davidwalter.cz/reference/)
14:38:55	84086/84086	---M-Z	200	added ('OK')	application/json	date:Fri,%2010%20Apr%202026%2012:38:55%20GMT	https://www.davidwalter.cz/wp-json/wp/v2/pages/343	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/wp/v2/pages/343.json	(from https://www.davidwalter.cz/reference/)
14:38:56	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2010%20Apr%202026%2012:38:55%20GMT	https://www.davidwalter.cz/?p=343	C:/My%20Web%20Sites/sda/www.davidwalter.cz/index3e1b.html	(from https://www.davidwalter.cz/reference/)
14:38:56	2139/2139	---M-Z	200	added ('OK')	application/json	date:Fri,%2010%20Apr%202026%2012:38:56%20GMT	https://www.davidwalter.cz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.davidwalter.cz%2Freference%2F	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/oembed/1.0/embed3e2d.json	(from https://www.davidwalter.cz/reference/)
14:38:57	2296/2296	---M-Z	200	added ('OK')	text/xml	date:Fri,%2010%20Apr%202026%2012:38:56%20GMT	https://www.davidwalter.cz/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.davidwalter.cz%2Freference%2F&format=xml	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-json/oembed/1.0/embed5c73	(from https://www.davidwalter.cz/reference/)
14:38:57	81146/81146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20Jun%202025%2020:37:41%20GMT	https://www.davidwalter.cz/wp-content/uploads/2025/06/teemko-1.jpg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2025/06/teemko-1.jpg	(from https://www.davidwalter.cz/reference/)
14:38:57	62212/62212	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Jan%202025%2013:19:27%20GMT	https://www.davidwalter.cz/wp-content/uploads/2020/04/teniscentrum.jpg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2020/04/teniscentrum.jpg	(from https://www.davidwalter.cz/reference/)
14:38:58	69204/69204	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Jun%202025%2014:29:26%20GMT	https://www.davidwalter.cz/wp-content/uploads/2025/06/shockey.jpg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2025/06/shockey.jpg	(from https://www.davidwalter.cz/reference/)
14:38:58	79969/79969	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Jan%202025%2013:22:07%20GMT	https://www.davidwalter.cz/wp-content/uploads/2021/06/messasport.jpg	C:/My%20Web%20Sites/sda/www.davidwalter.cz/wp-content/uploads/2021/06/messasport.jpg	(from https://www.davidwalter.cz/reference/)
